Provider ID,Hospital Name,Address,City,State,Zip Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,342,310,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,150,310,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,90,303,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,383,551,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,265,551,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,71,531,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,280,198,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,64,192,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,69,572,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,254,321,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,87,229,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,77,283,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,67,559,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Stroke care,STK-4,Thrombolytic Therapy,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,22,23, ,10/1/2015,9/30/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,0,15, ,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,276,242,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,93,241,Data submitted were based on a sample of cases/patients.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,68,285,Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,0,No cases met the criteria for this measure.,10/1/2015,9/30/2016
