"Provider ID","Hospital Name","s_add2","s_city","s_state","s_zip","County Name","Phone Number","Measure ID","Measure Name","Survey Question","Answer Description","AnswerPercent","NumberCompleted","ResponseRate","Footnote","Measure Start Date","Measure End Date"
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",62,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",66,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",68,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",85,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",57,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",60,271,30,21,10/01/2015,09/30/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",50,271,30,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",83,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",65,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",63,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",68,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",87,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,54,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",63,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",67,296,27,21,10/01/2015,09/30/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",58,296,27,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",85,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",86,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",77,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",76,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",75,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",92,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,66,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",85,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",65,495,44,21,10/01/2015,09/30/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",87,495,44,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",53,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",71,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",54,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",62,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",66,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,54,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",59,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",39,562,32,21,10/01/2015,09/30/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",60,562,32,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",63,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",66,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",93,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,56,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,425,41,21,10/01/2015,09/30/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",68,425,41,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",72,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",55,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",63,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",66,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",84,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",58,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,377,37,21,10/01/2015,09/30/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",61,377,37,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",68,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",76,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",55,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",60,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",58,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",81,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,50,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",59,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",58,489,29,21,10/01/2015,09/30/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",58,489,29,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",70,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_2_A_P,Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_3_A_P,Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",55,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_4_A_P,Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",62,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_5_A_P,Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_6_Y_P,Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",83,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_COMP_7_SA,Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,52,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_HSP_RATING_9_10,Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",61,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_QUIET_HSP_A_P,Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",56,545,38,21,10/01/2015,09/30/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,H_RECMND_DY,Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",65,545,38,21,10/01/2015,09/30/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,H_CLEAN_HSP_A_P,Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,549,34,21,10/01/2015,09/30/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,H_COMP_1_A_P,Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",71,549,34,21,10/01/2015,09/30/2016
